t_rel_s,chamber_set_c,chamber_actual_c,chamber_on,GR07_rate_hz,GR06_rate_hz
4026.496,45.000,44.600,1,969329.559,151405.749
4027.504,45.000,44.600,1,969380.185,151383.351
4028.497,45.000,44.600,1,969342.859,151367.858
4029.504,45.000,44.600,1,969361.811,151290.500
4030.504,45.000,44.600,1,969353.572,151393.872
4031.502,45.000,44.600,1,969347.877,151346.312
4032.514,45.000,44.600,1,969280.761,151429.724
4033.485,45.000,44.600,1,969291.389,151443.469
4034.493,45.000,44.600,1,969262.519,151446.609
4035.500,45.000,44.600,1,969297.330,151289.008
4036.511,45.000,44.600,1,969314.193,151380.524
4037.502,45.000,44.600,1,969272.096,151398.261
4038.495,45.000,44.600,1,969267.129,151419.020
4039.501,45.000,44.600,1,969275.197,151373.864
4040.501,45.000,44.600,1,969246.766,151331.950
4041.504,45.000,44.600,1,969213.365,151347.051
4042.499,45.000,44.600,1,969224.977,151419.747
4043.515,45.000,44.600,1,969181.138,151334.541
4044.500,45.000,44.600,1,969200.416,151225.794
4045.503,45.000,44.600,1,969203.185,151256.160
4046.497,45.000,44.600,1,969197.666,151363.312
4047.506,45.000,44.600,1,969179.348,151234.786
4048.498,45.000,44.600,1,969198.042,151393.478
4049.498,45.000,44.700,1,969184.438,151387.824
4050.505,45.000,44.700,1,969232.812,151399.182
4051.493,45.000,44.700,1,969186.507,151230.959
4052.487,45.000,44.700,1,969231.259,151373.122
4053.497,45.000,44.700,1,969248.507,151334.412
4054.507,45.000,44.700,1,969221.040,151375.256
4055.497,45.000,44.700,1,969228.994,151424.119
4056.498,45.000,44.700,1,969214.339,151414.203
4057.501,45.000,44.700,1,969241.743,151429.134
4058.500,45.000,44.700,1,969227.003,151430.658
4059.509,45.000,44.700,1,969234.043,151436.342
4060.502,45.000,44.700,1,969252.052,151329.583
4061.495,45.000,44.700,1,969253.259,151424.796
4062.491,45.000,44.700,1,969226.424,151426.995
4063.493,45.000,44.700,1,969223.007,151425.390
4064.502,45.000,44.700,1,969250.902,151270.226
4065.492,45.000,44.700,1,969217.762,151411.654
4066.492,45.000,44.700,1,969230.304,151444.612
4067.503,45.000,44.700,1,969276.741,151403.669
4068.516,45.000,44.700,1,969252.321,151427.296
4069.504,45.000,44.700,1,969285.169,151433.102
4070.507,45.000,44.700,1,969290.101,151393.141
4071.517,45.000,44.700,1,969315.287,151408.195
4072.508,45.000,44.700,1,969306.171,151456.736
4073.498,45.000,44.700,1,969347.319,151386.380
4074.501,45.000,44.700,1,969313.658,151421.997
4075.512,45.000,44.700,1,969291.312,151400.181
4076.498,45.000,44.700,1,969287.727,151349.198
4077.501,45.000,44.700,1,969283.771,151391.659
4078.497,45.000,44.700,1,969285.661,151367.094
4079.501,45.000,44.700,1,969311.425,151276.310
4080.497,45.000,44.700,1,969317.662,151299.035
4081.499,45.000,44.700,1,969315.530,151321.238
4082.501,45.000,44.700,1,969313.220,151374.760
4083.495,45.000,44.700,1,969298.574,151368.188
4084.496,45.000,44.700,1,969305.217,151365.744
4085.504,45.000,44.700,1,969315.811,151280.943
4086.507,45.000,44.700,1,969325.759,151391.549
4087.498,45.000,44.700,1,969331.058,151445.345
4088.497,45.000,44.700,1,969334.771,151437.403
4089.498,45.000,44.700,1,969322.577,151437.285
4090.503,45.000,44.700,1,969330.947,151379.795
4091.502,45.000,44.700,1,969297.362,151447.814
4092.510,45.000,44.700,1,969299.286,151435.784
4093.496,45.000,44.700,1,969326.327,151388.081
4094.501,45.000,44.700,1,969327.675,151450.063
4095.515,45.000,44.700,1,969357.273,151505.259
4096.498,45.000,44.700,1,969360.385,151489.111
4097.485,45.000,44.700,1,969346.117,151389.164
4098.499,45.000,44.700,1,969413.075,151466.271
4099.504,45.000,44.700,1,969361.130,151416.304
4100.493,45.000,44.700,1,969356.323,151348.551
4101.501,45.000,44.700,1,969372.531,151416.036
4102.497,45.000,44.700,1,969349.023,151306.728
4103.509,45.000,44.700,1,969366.607,151420.506
4104.507,45.000,44.700,1,969331.176,151545.654
4105.507,45.000,44.700,1,969354.270,151326.424
4106.505,45.000,44.700,1,969376.578,151373.875
4107.495,45.000,44.700,1,969365.527,151444.891
4108.499,45.000,44.700,1,969381.298,151445.211
4109.509,45.000,44.700,1,969357.793,151333.477
4110.506,45.000,44.700,1,969402.975,151239.600
4111.508,45.000,44.700,1,969387.048,151464.354
4112.509,45.000,44.700,1,969366.681,151453.340
4113.506,45.000,44.700,1,969333.926,151434.451
4114.509,45.000,44.700,1,969364.163,151446.350
4115.504,45.000,44.700,1,969321.708,151387.890
4116.499,45.000,44.700,1,969368.717,151417.434
4117.501,45.000,44.700,1,969408.032,151453.622
4118.502,45.000,44.700,1,969364.516,151412.257
4119.501,45.000,44.700,1,969370.379,151440.320
4120.505,45.000,44.700,1,969354.269,151453.387
4121.496,45.000,44.700,1,969351.839,151405.319
4122.505,45.000,44.700,1,969350.487,151373.197
4123.497,45.000,44.700,1,969367.308,151329.441
4124.511,45.000,44.700,1,969355.519,151299.848
4125.503,45.000,44.700,1,969370.667,151342.666
4126.501,45.000,44.700,1,969353.202,151421.105
4127.514,45.000,44.700,1,969351.712,151436.010
4128.504,45.000,44.700,1,969287.195,151438.105
4129.502,45.000,44.700,1,969297.845,151415.680
4130.493,45.000,44.700,1,969317.978,151309.586
4131.507,45.000,44.700,1,969333.541,151450.686
4132.498,45.000,44.700,1,969294.761,151334.000
4133.507,45.000,44.700,1,969290.987,151376.570
4134.501,45.000,44.700,1,969253.682,151365.406
4135.500,45.000,44.700,1,969241.160,151366.220
4136.507,45.000,44.700,1,969265.821,151432.854
4137.487,45.000,44.700,1,969256.641,151421.792
4138.495,45.000,44.700,1,969267.520,151352.389
4139.495,45.000,44.700,1,969215.678,151376.552
4140.498,45.000,44.700,1,969303.885,151382.223
4141.500,50.000,44.700,1,969203.631,151439.450
4142.506,50.000,44.700,1,969224.170,151369.463
4143.503,50.000,44.700,1,969279.090,151400.678
4144.502,50.000,44.700,1,969271.486,151349.244
4145.509,50.000,44.700,1,969263.123,151367.251
4146.502,50.000,44.700,1,969206.919,151359.511
4147.504,50.000,44.700,1,969252.272,151342.205
4148.504,50.000,44.700,1,969231.814,151375.203
4149.503,50.000,44.700,1,969294.397,151385.586
4150.505,50.000,44.700,1,969352.746,151283.388
4151.496,50.000,44.700,1,969319.457,151241.717
4152.499,50.000,44.700,1,969319.830,151387.170
4153.498,50.000,44.700,1,969318.445,151395.536
4154.499,50.000,44.700,1,969317.808,151341.637
4155.499,50.000,44.700,1,969365.839,151400.046
4156.500,50.000,44.751,1,969380.227,151425.615
4157.517,50.000,44.800,1,969382.464,151345.000
4158.505,50.000,44.800,1,969390.707,151406.453
4159.503,50.000,44.800,1,969427.851,151352.866
4160.506,50.000,44.800,1,969438.746,151298.435
4161.509,50.000,44.839,1,969422.561,151455.831
4162.489,50.000,44.900,1,969458.659,151473.481
4163.494,50.000,44.900,1,969504.211,151463.556
4164.508,50.000,44.900,1,969518.817,151390.094
4165.506,50.000,44.920,1,969525.276,151477.093
4166.501,50.000,45.000,1,969542.544,151445.222
4167.500,50.000,45.000,1,969556.022,151437.248
4168.497,50.000,45.009,1,969590.528,151422.346
4169.500,50.000,45.100,1,969585.844,151442.345
4170.500,50.000,45.100,1,969603.432,151526.933
4171.503,50.000,45.193,1,969616.455,151501.788
4172.506,50.000,45.200,1,969623.430,151543.176
4173.498,50.000,45.200,1,969629.477,151675.436
4174.494,50.000,45.286,1,969645.755,151668.700
4175.501,50.000,45.300,1,969653.756,151702.847
4176.507,50.000,45.300,1,969660.954,151723.390
4177.518,50.000,45.370,1,969665.044,151715.651
4178.500,50.000,45.400,1,969669.182,151731.362
4179.499,50.000,45.463,1,969678.006,151740.570
4180.495,50.000,45.500,1,969680.983,151770.298
4181.515,50.000,45.552,1,969687.431,151809.994
4182.487,50.000,45.600,1,969695.296,151876.157
4183.486,50.000,45.641,1,969699.506,151821.986
4184.494,50.000,45.700,1,969702.578,151871.216
4185.495,50.000,45.736,1,969713.504,151873.431
4186.501,50.000,45.800,1,969721.200,151866.344
4187.493,50.000,45.830,1,969725.762,151868.534
4188.503,50.000,45.900,1,969738.550,151874.750
4189.512,50.000,45.928,1,969777.412,151953.403
4190.508,50.000,46.000,1,969823.126,152031.245
4191.505,50.000,46.011,1,969861.123,151939.260
4192.500,50.000,46.109,1,969890.686,152056.453
4193.492,50.000,46.200,1,969940.759,152050.539
4194.499,50.000,46.201,1,969998.778,152088.339
4195.514,50.000,46.300,1,970022.409,152158.160
4196.509,50.000,46.300,1,969969.518,152209.417
4197.499,50.000,46.387,1,969999.241,152158.748
4198.495,50.000,46.484,1,970035.754,152210.325
4199.500,50.000,46.500,1,970117.425,152276.589
4200.493,50.000,46.569,1,970215.717,152297.442
4201.497,50.000,46.666,1,970342.852,152196.632
4202.496,50.000,46.761,1,970493.865,152317.365
4203.491,50.000,46.800,1,970706.435,152333.425
4204.498,50.000,46.850,1,970921.716,152418.983
4205.494,50.000,46.900,1,971051.683,152386.179
4206.492,50.000,46.944,1,971311.159,152510.439
4207.491,50.000,47.040,1,971459.602,152428.630
4208.501,50.000,47.100,1,971618.307,152558.228
4209.504,50.000,47.136,1,971843.706,152581.697
4210.504,50.000,47.200,1,972238.565,152576.256
4211.492,50.000,47.222,1,972565.864,152606.545
4212.501,50.000,47.329,1,972834.920,152582.366
4213.498,50.000,47.400,1,973167.101,152597.250
4214.499,50.000,47.420,1,973647.175,152745.266
4215.500,50.000,47.504,1,973938.822,152737.967
4216.494,50.000,47.600,1,974346.169,152790.672
4217.527,50.000,47.611,1,974711.126,152816.594
4218.505,50.000,47.700,1,975122.923,152864.982
4219.498,50.000,47.700,1,975418.611,152892.846
4220.501,50.000,47.792,1,975844.064,152946.122
4221.505,50.000,47.890,1,976379.977,152959.883
4222.497,50.000,47.900,1,976896.178,153047.890
4223.497,50.000,47.980,1,977186.144,153064.136
4224.500,50.000,48.078,1,977639.958,153047.472
4225.497,50.000,48.100,1,978020.348,153120.923
4226.499,50.000,48.160,1,978474.129,153136.113
4227.506,50.000,48.200,1,979010.054,153137.521
4228.499,50.000,48.254,1,979338.649,153200.916
4229.502,50.000,48.355,1,979663.325,153160.647
4230.514,50.000,48.400,1,980125.515,153217.494
4231.492,50.000,48.443,1,980392.621,153265.181
4232.501,50.000,48.500,1,980865.598,153248.404
4233.503,50.000,48.538,1,981080.710,153323.369
4234.500,50.000,48.600,1,981352.704,153368.276
4235.502,50.000,48.622,1,981691.602,153415.225
4236.511,50.000,48.720,1,981929.536,153462.526
4237.504,50.000,48.800,1,982792.139,153450.072
4238.508,50.000,48.812,1,983132.171,153438.160
4239.509,50.000,48.900,1,983246.508,153435.707
4240.493,50.000,48.908,1,983403.213,153469.924
4241.502,50.000,49.000,1,983552.216,153454.764
4242.501,50.000,49.000,1,983675.847,153478.158
4243.504,50.000,49.100,1,983845.612,153471.812
4244.505,50.000,49.100,1,984017.989,153429.495
4245.514,50.000,49.194,1,984044.740,153559.266
4246.499,50.000,49.200,1,984121.783,153604.738
4247.496,50.000,49.286,1,984032.919,153662.597
4248.503,50.000,49.300,1,984197.573,153570.766
4249.500,50.000,49.370,1,984254.658,153659.029
4250.506,50.000,49.400,1,984274.120,153715.944
4251.510,50.000,49.459,1,984320.953,153662.517
4252.497,50.000,49.500,1,984372.631,153717.338
4253.497,50.000,49.548,1,984396.636,153763.969
4254.490,50.000,49.600,1,984426.996,153763.898
4255.493,50.000,49.600,1,984443.699,153796.039
4256.501,50.000,49.639,1,984447.549,153826.317
4257.512,50.000,49.700,1,984470.217,153811.215
4258.495,50.000,49.727,1,984509.164,153795.160
4259.498,50.000,49.800,1,984519.197,153883.546
4260.506,50.000,49.828,1,984524.888,153892.312
4261.512,50.000,49.900,1,984483.027,153759.613
4262.513,50.000,49.900,1,984481.081,153911.349
4263.507,50.000,49.913,1,984496.124,153864.672
4264.508,50.000,50.000,1,984510.891,153889.527
4265.502,50.000,50.006,1,984527.122,153929.280
4266.507,50.000,50.100,1,984535.973,153928.172
4267.501,50.000,50.100,1,984549.225,153943.351
4268.505,50.000,50.100,1,984551.357,153963.435
4269.496,50.000,50.100,1,984565.385,154024.168
4270.497,50.000,50.184,1,984565.285,154029.925
4271.496,50.000,50.200,1,984577.204,153984.502
4272.502,50.000,50.200,1,984579.176,154057.277
4273.505,50.000,50.272,1,984590.978,153986.631
4274.511,50.000,50.300,1,984589.288,154017.062
4275.516,50.000,50.300,1,984595.057,154100.967
4276.500,50.000,50.366,1,984598.250,154066.532
4277.507,50.000,50.400,1,984596.544,154082.603
4278.501,50.000,50.400,1,984596.729,154056.196
4279.493,50.000,50.400,1,984599.177,154058.927
4280.489,50.000,50.445,1,984601.030,154076.761
4281.502,50.000,50.500,1,984603.573,154127.791
4282.512,50.000,50.500,1,984608.209,154121.756
4283.500,50.000,50.500,1,984608.323,154109.258
4284.499,50.000,50.528,1,984609.495,154129.984
4285.505,50.000,50.600,1,984613.235,154137.447
4286.516,50.000,50.600,1,984614.283,154171.396
4287.505,50.000,50.600,1,984617.824,154175.386
4288.498,50.000,50.600,1,984623.654,154169.992
4289.496,50.000,50.600,1,984624.014,154228.109
4290.506,50.000,50.604,1,984622.536,154236.378
4291.502,50.000,50.700,1,984627.512,154214.626
4292.496,50.000,50.700,1,984624.086,154246.299
4293.496,50.000,50.700,1,984629.247,154252.091
4294.496,50.000,50.700,1,984631.900,154256.654
4295.508,50.000,50.700,1,984632.991,154194.243
4296.511,50.000,50.700,1,984651.098,154280.089
4297.505,50.000,50.700,1,984653.299,154303.392
4298.496,50.000,50.771,1,984639.293,154239.618
4299.495,50.000,50.800,1,984626.088,154256.700
4300.493,50.000,50.800,1,984626.882,154214.349
4301.490,50.000,50.800,1,984624.633,154253.228
4302.498,50.000,50.800,1,984621.356,154278.012
4303.504,50.000,50.800,1,984621.811,154284.882
4304.511,50.000,50.759,1,984628.271,154260.938
4305.498,50.000,50.700,1,984621.404,154269.839
4306.494,50.000,50.700,1,984618.376,154296.748
4307.508,50.000,50.700,1,984618.879,154270.903
4308.492,50.000,50.700,1,984620.546,154235.048
4309.493,50.000,50.700,1,984621.037,154269.007
4310.501,50.000,50.700,1,984620.727,154294.872
4311.502,50.000,50.700,1,984619.584,154208.892
4312.496,50.000,50.700,1,984619.178,154174.812
4313.518,50.000,50.700,1,984617.162,154157.449
4314.507,50.000,50.700,1,984616.094,154125.110
4315.499,50.000,50.700,1,984615.076,154101.205
4316.497,50.000,50.700,1,984612.357,154220.452
4317.492,50.000,50.700,1,984610.952,154147.800
4318.496,50.000,50.700,1,984612.299,154176.469
4319.490,50.000,50.700,1,984605.358,154194.585
4320.488,50.000,50.700,1,984607.778,154136.328
4321.506,50.000,50.700,1,984604.745,154200.171
4322.512,50.000,50.700,1,984605.588,154146.432
4323.496,50.000,50.700,1,984606.075,154157.016
4324.499,50.000,50.700,1,984603.551,154086.026
4325.500,50.000,50.700,1,984602.546,154126.776
4326.481,50.000,50.700,1,984601.269,154012.789
4327.497,50.000,50.700,1,984601.709,154066.014
4328.494,50.000,50.700,1,984599.854,154002.445
4329.502,50.000,50.700,1,984596.123,154066.671
4330.500,50.000,50.666,1,984590.378,154073.356
4331.501,50.000,50.600,1,984588.592,153969.114
4332.497,50.000,50.600,1,984581.813,154003.277
4333.492,50.000,50.600,1,984578.480,153999.029
4334.483,50.000,50.586,1,984575.259,153983.616
4335.507,50.000,50.500,1,984578.085,154010.593
4336.494,50.000,50.500,1,984579.261,153955.244
4337.505,50.000,50.500,1,984574.018,154015.810
4338.497,50.000,50.500,1,984566.580,153949.695
4339.497,50.000,50.500,1,984557.152,153984.588
4340.509,50.000,50.415,1,984538.682,153948.987
4341.501,50.000,50.400,1,984532.745,153925.734
4342.492,50.000,50.400,1,984526.064,153887.802
4343.499,50.000,50.400,1,984518.436,153962.498
4344.500,50.000,50.400,1,984502.198,153917.793
4345.507,50.000,50.400,1,984496.083,153895.421
4346.497,50.000,50.344,1,984496.143,153892.155
4347.505,50.000,50.300,1,984487.192,153858.029
4348.499,50.000,50.300,1,984476.789,153828.271
4349.513,50.000,50.300,1,984462.228,153961.519
4350.497,50.000,50.300,1,984456.432,153862.712
4351.482,50.000,50.300,1,984439.888,153845.626
4352.516,50.000,50.287,1,984424.152,153818.356
4353.502,50.000,50.200,1,984411.755,153829.565
4354.520,50.000,50.200,1,984387.563,153823.945
4355.505,50.000,50.200,1,984384.280,153874.586
4356.502,50.000,50.200,1,984371.706,153745.452
4357.504,50.000,50.200,1,984301.725,153799.014
4358.516,50.000,50.200,1,984223.633,153785.676
4359.491,50.000,50.102,1,984306.547,153777.013
4360.505,50.000,50.100,1,984230.120,153767.611
4361.494,50.000,50.100,1,984238.649,153709.542
4362.498,50.000,50.100,1,984174.416,153723.415
4363.517,50.000,50.100,1,984179.589,153790.163
4364.505,50.000,50.100,1,984173.425,153734.495
4365.507,50.000,50.100,1,984145.271,153781.881
4366.507,50.000,50.032,1,984119.504,153767.577
4367.498,50.000,50.000,1,984082.666,153757.198
4368.506,50.000,50.000,1,984038.095,153699.055
4369.507,50.000,50.000,1,984039.884,153745.545
4370.501,50.000,50.000,1,983953.678,153647.058
4371.503,50.000,50.000,1,983931.149,153695.824
4372.515,50.000,49.956,1,983935.043,153711.274
4373.509,50.000,49.900,1,983887.023,153637.187
4374.501,50.000,49.900,1,983889.707,153719.105
4375.493,50.000,49.900,1,983817.344,153696.507
4376.504,50.000,49.900,1,983800.477,153685.529
4377.497,50.000,49.900,1,983818.449,153710.523
4378.495,50.000,49.889,1,983840.821,153716.302
4379.504,50.000,49.800,1,983748.213,153563.225
4380.490,50.000,49.800,1,983762.776,153665.909
4381.513,50.000,49.800,1,983770.056,153753.291
4382.510,50.000,49.800,1,983803.945,153713.035
4383.503,50.000,49.800,1,983788.877,153644.771
4384.497,50.000,49.800,1,983641.873,153678.496
4385.495,50.000,49.800,1,983465.973,153683.171
4386.495,50.000,49.708,1,983412.152,153676.501
4387.501,50.000,49.700,1,983474.458,153659.305
4388.499,50.000,49.700,1,983559.590,153606.235
4389.481,50.000,49.700,1,983452.060,153634.261
4390.502,50.000,49.700,1,983494.920,153563.057
4391.489,50.000,49.700,1,983488.493,153582.831
4392.504,50.000,49.638,1,983395.363,153595.201
4393.500,50.000,49.600,1,983328.454,153451.902
4394.503,50.000,49.600,1,983323.269,153654.584
4395.494,50.000,49.600,1,983329.145,153589.148
4396.509,50.000,49.600,1,983065.508,153610.260
4397.493,50.000,49.600,1,982942.954,153568.796
4398.492,50.000,49.600,1,982979.296,153536.204
4399.483,50.000,49.572,1,982897.417,153581.969
4400.489,50.000,49.500,1,982878.771,153540.198
4401.499,50.000,49.500,1,982715.679,153484.919
4402.498,50.000,49.500,1,982745.477,153421.380
4403.501,50.000,49.500,1,982619.525,153382.768
4404.511,50.000,49.500,1,982572.334,153453.296
4405.504,50.000,49.500,1,982581.401,153463.388
4406.506,50.000,49.500,1,982471.648,153465.266
4407.505,50.000,49.493,1,982437.995,153393.768
4408.504,50.000,49.400,1,982513.546,153420.574
4409.501,50.000,49.400,1,982410.158,153465.051
4410.492,50.000,49.400,1,982281.430,153407.166
4411.503,50.000,49.400,1,982428.913,153394.013
4412.500,50.000,49.400,1,982472.056,153347.893
4413.500,50.000,49.400,1,982364.813,153431.509
4414.503,50.000,49.400,1,982257.012,153436.949
4415.499,50.000,49.329,1,982273.153,153423.728
4416.498,50.000,49.300,1,982108.836,153372.594
4417.508,50.000,49.300,1,982304.111,153385.278
4418.507,50.000,49.300,1,982207.364,153425.657
4419.497,50.000,49.300,1,982322.012,153440.916
4420.495,50.000,49.300,1,982219.982,153305.273
4421.496,50.000,49.300,1,982185.015,153310.939
4422.505,50.000,49.300,1,982288.329,153384.185
4423.507,50.000,49.300,1,982003.930,153298.545
4424.508,50.000,49.255,1,982075.778,153329.757
4425.494,50.000,49.200,1,981846.993,153378.820
4426.505,50.000,49.200,1,981770.768,153271.425
4427.505,50.000,49.200,1,981883.343,153352.762
4428.502,50.000,49.200,1,981799.035,153260.309
4429.495,50.000,49.200,1,981722.053,153330.324
4430.499,50.000,49.200,1,981701.319,153312.056
4431.500,50.000,49.200,1,981630.189,153296.638
4432.504,50.000,49.200,1,981523.809,153247.440
4433.495,50.000,49.200,1,981418.556,153238.251
4434.503,50.000,49.200,1,981383.461,153326.141
4435.513,50.000,49.104,1,981341.025,153340.790
4436.507,50.000,49.100,1,981369.717,153339.245
4437.511,50.000,49.100,1,981479.009,153354.571
4438.506,50.000,49.100,1,981345.547,153369.518
4439.496,50.000,49.100,1,981277.953,153355.004
4440.499,50.000,49.100,1,981217.736,153357.799
4441.503,50.000,49.100,1,981102.196,153240.020
4442.505,50.000,49.100,1,981112.431,153307.234
4443.503,50.000,49.100,1,980995.546,153327.062
4444.488,50.000,49.100,1,980895.502,153320.833
4445.499,50.000,49.100,1,981006.680,153212.809
4446.499,50.000,49.100,1,980949.534,153249.863
4447.504,50.000,49.100,1,981029.818,153360.656
4448.497,50.000,49.100,1,980858.370,153262.278
4449.493,50.000,49.061,1,980765.635,153259.785
4450.505,50.000,49.000,1,980925.507,153224.871
4451.495,50.000,49.000,1,980914.767,153333.050
4452.492,50.000,49.000,1,980946.724,153266.621
4453.496,50.000,49.000,1,980997.612,153387.251
4454.501,50.000,49.000,1,980800.334,153368.866
4455.504,50.000,49.000,1,980829.377,153323.151
4456.495,50.000,49.000,1,980732.387,153306.239
4457.516,50.000,49.000,1,980895.701,153409.224
4458.520,50.000,49.000,1,981194.452,153409.391
4459.512,50.000,49.000,1,981267.844,153349.527
4460.506,50.000,49.000,1,981151.637,153361.887
4461.497,50.000,49.000,1,981177.364,153360.941
4462.512,50.000,49.000,1,981135.985,153381.960
4463.498,50.000,49.000,1,981000.086,153265.375
4464.499,50.000,49.000,1,981164.074,153292.183
4465.492,50.000,49.000,1,981049.765,153414.063
4466.511,50.000,49.000,1,981140.867,153342.114
4467.511,50.000,49.000,1,981225.603,153257.495
4468.492,50.000,49.000,1,981134.062,153279.978
4469.505,50.000,49.000,1,981182.717,153287.937
4470.499,50.000,49.000,1,981233.849,153109.810
4471.503,50.000,49.000,1,981147.381,153283.300
4472.496,50.000,49.000,1,981131.591,153235.202
4473.485,50.000,49.000,1,981089.461,153257.134
4474.495,50.000,49.000,1,980853.748,153305.524
4475.505,50.000,49.000,1,980741.859,153335.988
4476.508,50.000,49.000,1,980742.321,153354.771
4477.498,50.000,49.000,1,980971.912,153348.012
4478.500,50.000,49.000,1,980799.587,153380.276
4479.501,50.000,49.000,1,980865.315,153368.145
4480.499,50.000,49.000,1,981150.453,153257.315
4481.502,50.000,49.000,1,981142.918,153242.503
4482.515,50.000,49.000,1,981082.035,153367.677
4483.506,50.000,49.000,1,981244.494,153360.728
4484.511,50.000,49.000,1,981176.881,153352.215
4485.518,50.000,49.000,1,981196.278,153398.677
4486.509,50.000,49.000,1,981220.436,153372.013
4487.494,50.000,49.000,1,981251.955,153363.101
4488.493,50.000,49.000,1,981310.888,153256.933
4489.499,50.000,49.000,1,981362.550,153304.922
4490.499,50.000,49.000,1,981384.719,153414.567
4491.500,50.000,49.000,1,981438.141,153364.602
4492.500,50.000,49.000,1,981700.472,153349.672
4493.506,50.000,49.000,1,981432.394,153358.407
4494.507,50.000,49.000,1,981436.256,153186.124
4495.500,50.000,49.000,1,981482.604,153283.089
4496.505,50.000,49.000,1,981565.472,153359.117
4497.501,50.000,49.000,1,981477.675,153186.029
4498.502,50.000,49.000,1,981702.611,153301.398
4499.511,50.000,49.000,1,981568.046,153277.092
4500.502,50.000,49.000,1,981621.110,153354.359
4501.497,50.000,49.000,1,981680.752,153357.968
4502.494,50.000,49.000,1,981693.886,153245.207
4503.506,50.000,49.005,1,981686.080,153300.066
4504.507,50.000,49.100,1,981697.954,153307.589
4505.499,50.000,49.100,1,981732.881,153287.886
4506.494,50.000,49.100,1,981894.784,153183.316
4507.506,50.000,49.100,1,981783.346,153294.341
4508.505,50.000,49.100,1,981801.464,153289.374
4509.498,50.000,49.100,1,981704.950,153275.160
4510.501,50.000,49.100,1,981885.012,153288.779
4511.508,50.000,49.100,1,981777.694,153294.216
4512.509,50.000,49.100,1,981897.861,153313.321
4513.499,50.000,49.100,1,981838.256,153336.376
4514.495,50.000,49.100,1,981955.732,153325.942
4515.497,50.000,49.100,1,981936.380,153377.523
4516.494,50.000,49.100,1,982156.032,153404.897
4517.493,50.000,49.100,1,982008.667,153306.241
4518.491,50.000,49.100,1,982125.398,153436.483
4519.499,50.000,49.100,1,982166.600,153443.384
4520.499,50.000,49.100,1,982090.297,153423.341
4521.501,50.000,49.100,1,982191.963,153431.842
4522.496,50.000,49.100,1,982258.556,153419.541
4523.505,50.000,49.136,1,982277.883,153358.581
4524.507,50.000,49.200,1,982329.858,153445.735
4525.514,50.000,49.200,1,982471.394,153470.468
4526.498,50.000,49.200,1,982480.784,153448.056
4527.499,50.000,49.200,1,982417.239,153462.418
4528.498,50.000,49.200,1,982343.852,153379.143
4529.506,50.000,49.200,1,982393.013,153400.531
4530.498,50.000,49.200,1,982607.461,153484.172
4531.496,50.000,49.200,1,982500.035,153478.793
4532.507,50.000,49.200,1,982464.339,153462.130
4533.497,50.000,49.200,1,982550.963,153330.437
4534.498,50.000,49.200,1,982612.602,153509.531
4535.506,50.000,49.200,1,982633.743,153488.972
4536.503,50.000,49.200,1,982643.453,153402.568
4537.494,50.000,49.200,1,982630.538,153484.799
4538.503,50.000,49.200,1,982677.711,153510.816
4539.503,50.000,49.200,1,982936.704,153468.372
4540.494,50.000,49.200,1,982739.067,153480.714
4541.482,50.000,49.200,1,982765.236,153432.373
4542.492,50.000,49.253,1,982828.438,153448.390
4543.490,50.000,49.300,1,982776.545,153500.739
4544.493,50.000,49.300,1,982911.241,153499.843
4545.505,50.000,49.300,1,982972.894,153476.163
4546.505,50.000,49.300,1,983074.157,153494.740
4547.499,50.000,49.300,1,983023.334,153544.243
4548.496,50.000,49.300,1,983038.317,153594.619
4549.492,50.000,49.300,1,983042.286,153556.429
4550.482,50.000,49.300,1,983074.218,153554.017
4551.491,50.000,49.300,1,983133.930,153512.061
4552.484,50.000,49.300,1,983160.241,153613.611
4553.505,50.000,49.300,1,983159.359,153484.041
4554.519,50.000,49.300,1,983163.955,153442.531
4555.503,50.000,49.300,1,983118.304,153462.185
4556.501,50.000,49.300,1,983111.128,153533.625
4557.518,50.000,49.300,1,983158.330,153459.172
4558.510,50.000,49.382,1,983221.189,153500.707
4559.503,50.000,49.400,1,983306.259,153491.104
4560.495,50.000,49.400,1,983246.436,153486.141
4561.497,50.000,49.400,1,983367.749,153440.748
4562.506,50.000,49.400,1,983332.349,153566.716
4563.497,50.000,49.400,1,983355.088,153596.265
4564.494,50.000,49.400,1,983403.713,153452.240
4565.491,50.000,49.400,1,983429.822,153546.661
4566.498,50.000,49.400,1,983439.320,153489.781
4567.498,50.000,49.400,1,983478.932,153523.602
4568.493,50.000,49.400,1,983432.623,153561.259
4569.489,50.000,49.400,1,983419.410,153551.994
4570.497,50.000,49.400,1,983476.625,153570.598
4571.495,50.000,49.400,1,983453.139,153500.631
4572.500,50.000,49.400,1,983540.892,153546.092
4573.496,50.000,49.400,1,983444.525,153617.883
4574.498,50.000,49.400,1,983522.768,153718.560
4575.497,50.000,49.400,1,983541.392,153558.245
4576.503,50.000,49.400,1,983485.075,153694.595
4577.499,50.000,49.402,1,983538.595,153631.435
4578.492,50.000,49.500,1,983639.290,153731.076
4579.494,50.000,49.500,1,983656.073,153610.667
4580.501,50.000,49.500,1,983686.067,153639.907
4581.491,50.000,49.500,1,983707.128,153629.840
4582.494,50.000,49.500,1,983647.027,153617.914
4583.500,50.000,49.500,1,983590.043,153578.943
